hex,bboxes,mask,cls,thermal
00008105,False,False,0.0,False
00008106,False,False,0.0,False
00008107,False,False,0.0,False
00008108,False,False,0.0,False
00008109,False,False,0.0,False
0000810a,False,False,0.0,False
0000810b,False,False,0.0,False
0000810c,False,False,0.0,False
0000810d,False,False,0.0,False
0000810e,False,False,0.0,False
0000810f,False,False,0.0,False
00008110,False,False,0.0,False
00008111,False,False,0.0,False
00008112,False,False,0.0,False
00008113,False,False,0.0,False
00008114,False,False,0.0,False
00008115,False,False,0.0,False
00008116,False,False,0.0,False
00008117,False,False,0.0,False
00008118,False,False,0.0,False
00008119,False,False,0.0,False
0000811a,False,False,0.0,False
0000811b,False,False,0.0,False
0000811c,False,False,0.0,False
0000811d,False,False,0.0,False
0000811e,False,False,0.0,False
0000811f,False,False,0.0,False
00008120,False,False,0.0,False
00008121,False,False,0.0,False
00008122,False,False,0.0,False
00008123,False,False,0.0,False
00008124,False,False,0.0,False
00008125,False,False,0.0,False
00008126,False,False,0.0,False
00008127,False,False,0.0,False
00008128,False,False,0.0,False
00008129,False,False,0.0,False
0000812a,False,False,0.0,False
0000812b,False,False,0.0,False
0000812c,False,False,0.0,False
0000812d,False,False,0.0,False
0000812e,False,False,0.0,False
0000812f,False,False,0.0,False
00008130,False,False,0.0,False
00008131,False,False,0.0,False
00008132,False,False,0.0,False
00008133,False,False,0.0,False
00008134,False,False,0.0,False
00008135,False,False,0.0,False
00008136,False,False,0.0,False
00008137,False,False,0.0,False
00008138,False,False,0.0,False
00008139,False,False,0.0,False
0000813a,False,False,0.0,False
0000813b,False,False,0.0,False
0000813c,False,False,0.0,False
0000813d,False,False,0.0,False
0000813e,False,False,0.0,False
0000813f,False,False,0.0,False
00008140,False,False,0.0,False
00008141,False,False,0.0,False
00008142,False,False,0.0,False
00008143,False,False,0.0,False
00008144,False,False,0.0,False
00008145,False,False,0.0,False
00008146,False,False,0.0,False
00008147,False,False,0.0,False
00008148,False,False,0.0,False
00008149,False,False,0.0,False
0000814a,False,False,0.0,False
0000814b,False,False,0.0,False
0000814c,False,False,0.0,False
0000814d,False,False,0.0,False
0000814e,False,False,0.0,False
0000814f,False,False,0.0,False
00008150,False,False,0.0,False
00008151,False,False,0.0,False
00008152,False,False,0.0,False
00008153,False,False,0.0,False
00008154,False,False,0.0,False
00008155,False,False,0.0,False
00008156,False,False,0.0,False
00008157,False,False,0.0,False
00008158,False,False,0.0,False
00008159,False,False,0.0,False
0000815a,False,False,0.0,False
0000815b,False,False,0.0,False
0000815c,False,False,0.0,False
0000815d,False,False,0.0,False
0000815e,False,False,0.0,False
0000815f,False,False,0.0,False
00008160,False,False,0.0,False
00008161,False,False,0.0,False
00008162,False,False,0.0,False
00008163,False,False,0.0,False
00008164,False,False,0.0,False
00008165,False,False,0.0,False
00008166,False,False,0.0,False
00008167,False,False,0.0,False
00008168,False,False,0.0,False
00008169,False,False,0.0,False
0000816a,False,False,0.0,False
0000816b,False,False,0.0,False
0000816c,False,False,0.0,False
0000816d,False,False,0.0,False
0000816e,False,False,0.0,False
0000816f,False,False,0.0,False
00008170,False,False,0.0,False
00008171,False,False,0.0,False
00008172,False,False,0.0,False
00008173,False,False,0.0,False
00008174,False,False,0.0,False
00008175,False,False,0.0,False
00008176,False,False,0.0,False
00008177,False,False,0.0,False
00008178,False,False,0.0,False
00008179,False,False,0.0,False
0000817a,False,False,0.0,False
0000817b,False,False,0.0,False
0000817c,False,False,0.0,False
0000817d,False,False,0.0,False
0000817e,False,False,0.0,False
0000817f,False,False,0.0,False
00008180,False,False,0.0,False
00008181,False,False,0.0,False
00008182,False,False,0.0,False
00008183,False,False,0.0,False
00008184,False,False,0.0,False
00008185,False,False,0.0,False
00008186,False,False,0.0,False
00008187,False,False,0.0,False
00008188,False,False,0.0,False
00008189,False,False,0.0,False
0000818a,False,False,0.0,False
0000818b,False,False,0.0,False
0000818c,False,False,0.0,False
0000818d,False,False,0.0,False
0000818e,False,False,0.0,False
0000818f,False,False,0.0,False
00008190,False,False,0.0,False
00008191,False,False,0.0,False
00008192,False,False,0.0,False
00008193,False,False,0.0,False
00008194,False,False,0.0,False
00008195,False,False,0.0,False
00008196,False,False,0.0,False
00008197,False,False,0.0,False
00008198,False,False,0.0,False
00008199,False,False,0.0,False
0000819a,False,False,0.0,False
0000819b,False,False,0.0,False
0000819c,False,False,0.0,False
0000819d,False,False,0.0,False
0000819e,False,False,0.0,False
0000819f,False,False,0.0,False
000081a0,False,False,0.0,False
000081a1,False,False,0.0,False
000081a2,False,False,0.0,False
000081a3,False,False,0.0,False
000081a4,False,False,0.0,False
000081a5,False,False,0.0,False
000081a6,False,False,0.0,False
000081a7,False,False,0.0,False
000081a8,False,False,0.0,False
000081a9,False,False,0.0,False
000081aa,False,False,0.0,False
000081ab,False,False,0.0,False
000081ac,False,False,0.0,False
000081ad,False,False,0.0,False
000081ae,False,False,0.0,False
000081af,False,False,0.0,False
000081b0,False,False,0.0,False
000081b1,False,False,0.0,False
000081b2,False,False,0.0,False
000081b3,False,False,0.0,False
000081b4,False,False,0.0,False
000081b5,False,False,0.0,False
000081b6,False,False,0.0,False
000081b7,False,False,0.0,False
000081b8,False,False,0.0,False
000081b9,False,False,0.0,False
000081ba,False,False,0.0,False
000081bb,False,False,0.0,False
000081bc,False,False,0.0,False
000081bd,False,False,0.0,False
000081be,False,False,0.0,False
000081bf,False,False,0.0,False
000081c0,False,False,0.0,False
000081c1,False,False,0.0,False
000081c2,False,False,0.0,False
000081c3,False,False,0.0,False
000081c4,False,False,0.0,False
000081c5,False,False,0.0,False
000081c6,False,False,0.0,False
000081c7,False,False,0.0,False
000081c8,False,False,0.0,False
000081c9,False,False,0.0,False
000081ca,False,False,0.0,False
000081cb,False,False,0.0,False
000081cc,False,False,0.0,False
000081cd,False,False,0.0,False
000081ce,False,False,0.0,False
000081cf,False,False,0.0,False
000081d0,False,False,0.0,False
000081d1,False,False,0.0,False
000081d2,False,False,0.0,False
000081d3,False,False,0.0,False
000081d4,False,False,0.0,False
000081d5,False,False,0.0,False
000081d6,False,False,0.0,False
000081d7,False,False,0.0,False
000081d8,False,False,0.0,False
000081d9,False,False,0.0,False
000081da,False,False,0.0,False
000081db,False,False,0.0,False
000081dc,False,False,0.0,False
000081dd,False,False,0.0,False
000081de,False,False,0.0,False
000081df,False,False,0.0,False
000081e0,False,False,0.0,False
000081e1,False,False,0.0,False
000081e2,False,False,0.0,False
000081e3,False,False,0.0,False
000081e4,False,False,0.0,False
000081e5,False,False,0.0,False
000081e6,False,False,0.0,False
000081e7,False,False,0.0,False
000081e8,False,False,0.0,False
000081e9,False,False,0.0,False
000081ea,False,False,0.0,False
000081eb,False,False,0.0,False
000081ec,False,False,0.0,False
000081ed,False,False,0.0,False
000081ee,False,False,0.0,False
000081ef,False,False,0.0,False
000081f0,False,False,0.0,False
000081f1,False,False,0.0,False
000081f2,False,False,0.0,False
000081f3,False,False,0.0,False
000081f4,False,False,0.0,False
000081f5,False,False,0.0,False
000081f6,False,False,0.0,False
000081f7,False,False,0.0,False
000081f8,False,False,0.0,False
000081f9,False,False,0.0,False
000081fa,False,False,0.0,False
000081fb,False,False,0.0,False
000081fc,False,False,0.0,False
000081fd,False,False,0.0,False
000081fe,False,False,0.0,False
000081ff,False,False,0.0,False
00008200,False,False,0.0,False
00008201,False,False,0.0,False
00008202,False,False,0.0,False
00008203,False,False,0.0,False
00008204,False,False,0.0,False
00008205,False,False,0.0,False
00008206,False,False,0.0,False
00008207,False,False,0.0,False
00008208,False,False,0.0,False
00008209,False,False,0.0,False
0000820a,False,False,0.0,False
0000820b,False,False,0.0,False
0000820c,False,False,0.0,False
0000820d,False,False,0.0,False
0000820e,False,False,0.0,False
0000820f,False,False,0.0,False
00008210,False,False,0.0,False
00008211,False,False,0.0,False
00008212,False,False,0.0,False
00008213,False,False,0.0,False
00008214,False,False,0.0,False
00008215,False,False,0.0,False
00008216,False,False,0.0,False
00008217,False,False,0.0,False
00008218,False,False,0.0,False
00008219,False,False,0.0,False
0000821a,False,False,0.0,False
0000821b,False,False,0.0,False
0000821c,False,False,0.0,False
0000821d,False,False,0.0,False
0000821e,False,False,0.0,False
0000821f,False,False,0.0,False
00008220,False,False,0.0,False
00008221,False,False,0.0,False
00008222,False,False,0.0,False
00008223,False,False,0.0,False
00008224,False,False,0.0,False
00008225,False,False,0.0,False
00008226,False,False,0.0,False
00008227,False,False,0.0,False
00008228,False,False,0.0,False
00008229,False,False,0.0,False
0000822a,False,False,0.0,False
0000822b,False,False,0.0,False
0000822c,False,False,0.0,False
0000822d,False,False,0.0,False
0000822e,False,False,0.0,False
0000822f,False,False,0.0,False
00008230,False,False,0.0,False
00008231,False,False,0.0,False
00008232,False,False,0.0,False
00008233,False,False,0.0,False
00008234,False,False,0.0,False
00008235,False,False,0.0,False
00008236,False,False,0.0,False
00008237,False,False,0.0,False
00008238,False,False,0.0,False
00008239,False,False,0.0,False
0000823a,False,False,0.0,False
0000823b,False,False,0.0,False
0000823c,False,False,0.0,False
0000823d,False,False,0.0,False
0000823e,False,False,0.0,False
0000823f,False,False,0.0,False
00008240,False,False,0.0,False
00008241,False,False,0.0,False
00008242,False,False,0.0,False
00008243,False,False,0.0,False
00008244,False,False,0.0,False
00008245,False,False,0.0,False
00008246,False,False,0.0,False
00008247,False,False,0.0,False
00008248,False,False,0.0,False
00008249,False,False,0.0,False
0000824a,False,False,0.0,False
0000824b,False,False,0.0,False
0000824c,False,False,0.0,False
0000824d,False,False,0.0,False
0000824e,False,False,0.0,False
0000824f,False,False,0.0,False
00008250,False,False,0.0,False
00008251,False,False,0.0,False
00008252,False,False,0.0,False
00008253,False,False,0.0,False
00008254,False,False,0.0,False
00008255,False,False,0.0,False
00008256,False,False,0.0,False
00008257,False,False,0.0,False
00008258,False,False,0.0,False
00008259,False,False,0.0,False
0000825a,False,False,0.0,False
0000825b,False,False,0.0,False
0000825c,False,False,0.0,False
0000825d,False,False,0.0,False
0000825e,False,False,0.0,False
0000825f,False,False,0.0,False
00008260,False,False,0.0,False
00008261,False,False,0.0,False
00008262,False,False,0.0,False
00008263,False,False,0.0,False
00008264,False,False,0.0,False
00008265,False,False,0.0,False
00008266,False,False,0.0,False
00008267,False,False,0.0,False
00008268,False,False,0.0,False
00008269,False,False,0.0,False
0000826a,False,False,0.0,False
0000826b,False,False,0.0,False
0000826c,False,False,0.0,False
0000826d,False,False,0.0,False
0000826e,False,False,0.0,False
0000826f,False,False,0.0,False
00008270,False,False,0.0,False
00008271,False,False,0.0,False
00008272,False,False,0.0,False
00008273,False,False,0.0,False
00008274,False,False,0.0,False
00008275,False,False,0.0,False
00008276,False,False,0.0,False
00008277,False,False,0.0,False
00008278,False,False,0.0,False
00008279,False,False,0.0,False
0000827a,False,False,0.0,False
0000827b,False,False,0.0,False
0000827c,False,False,0.0,False
0000827d,False,False,0.0,False
0000827e,False,False,0.0,False
0000827f,False,False,0.0,False
00008280,False,False,0.0,False
00008281,False,False,0.0,False
00008282,False,False,0.0,False
00008283,False,False,0.0,False
00008284,False,False,0.0,False
00008285,False,False,0.0,False
00008286,False,False,0.0,False
00008287,False,False,0.0,False
00008288,False,False,0.0,False
00008289,False,False,0.0,False
0000828a,False,False,0.0,False
0000828b,False,False,0.0,False
0000828c,False,False,0.0,False
0000828d,False,False,0.0,False
0000828e,False,False,0.0,False
0000828f,False,False,0.0,False
00008290,False,False,0.0,False
00008291,False,False,0.0,False
00008292,False,False,0.0,False
00008293,False,False,0.0,False
00008294,False,False,0.0,False
00008295,False,False,0.0,False
00008296,False,False,0.0,False
00008297,False,False,0.0,False
00008298,False,False,0.0,False
00008299,False,False,0.0,False
0000829a,False,False,0.0,False
0000829b,False,False,0.0,False
0000829c,False,False,0.0,False
0000829d,False,False,0.0,False
0000829e,False,False,0.0,False
0000829f,False,False,0.0,False
000082a0,False,False,0.0,False
000082a1,False,False,0.0,False
000082a2,False,False,0.0,False
000082a3,False,False,0.0,False
000082a4,False,False,0.0,False
000082a5,False,False,0.0,False
000082a6,False,False,0.0,False
000082a7,False,False,0.0,False
000082a8,False,False,0.0,False
000082a9,False,False,0.0,False
000082aa,False,False,0.0,False
000082ab,False,False,0.0,False
000082ac,False,False,0.0,False
000082ad,False,False,0.0,False
000082ae,False,False,0.0,False
000082af,False,False,0.0,False
000082b0,False,False,0.0,False
000082b1,False,False,0.0,False
000082b2,False,False,0.0,False
000082b3,False,False,0.0,False
000082b4,False,False,0.0,False
000082b5,False,False,0.0,False
000082b6,False,False,0.0,False
000082b7,False,False,0.0,False
000082b8,False,False,0.0,False
000082b9,False,False,0.0,False
000082ba,False,False,0.0,False
000082bb,False,False,0.0,False
000082bc,False,False,0.0,False
000082bd,False,False,0.0,False
000082be,False,False,0.0,False
000082bf,False,False,0.0,False
000082c0,False,False,0.0,False
000082c1,False,False,0.0,False
000082c2,False,False,0.0,False
000082c3,False,False,0.0,False
000082c4,False,False,0.0,False
000082c5,False,False,0.0,False
000082c6,False,False,0.0,False
000082c7,False,False,0.0,False
000082c8,False,False,0.0,False
000082c9,False,False,0.0,False
000082ca,False,False,0.0,False
000082cb,False,False,0.0,False
000082cc,False,False,0.0,False
000082cd,False,False,0.0,False
000082ce,False,False,0.0,False
000082cf,False,False,0.0,False
000082d0,False,False,0.0,False
000082d1,False,False,0.0,False
000082d2,False,False,0.0,False
000082d3,False,False,0.0,False
000082d4,False,False,0.0,False
000082d5,False,False,0.0,False
000082d6,False,False,0.0,False
000082d7,False,False,0.0,False
000082d8,False,False,0.0,False
000082d9,False,False,0.0,False
000082da,False,False,0.0,False
000082db,False,False,0.0,False
000082dc,False,False,0.0,False
000082dd,False,False,0.0,False
000082de,False,False,0.0,False
000082df,False,False,0.0,False
000082e0,False,False,0.0,False
000082e1,False,False,0.0,False
000082e2,False,False,0.0,False
000082e3,False,False,0.0,False
000082e4,False,False,0.0,False
000082e5,False,False,0.0,False
000082e6,False,False,0.0,False
000082e7,False,False,0.0,False
000082e8,False,False,0.0,False
000082e9,False,False,0.0,False
000082ea,False,False,0.0,False
000082eb,False,False,0.0,False
000082ec,False,False,0.0,False
000082ed,False,False,0.0,False
000082ee,False,False,0.0,False
000082ef,False,False,0.0,False
000082f0,False,False,0.0,False
000082f1,False,False,0.0,False
000082f2,False,False,0.0,False
000082f3,False,False,0.0,False
000082f4,False,False,0.0,False
000082f5,False,False,0.0,False
000082f6,False,False,0.0,False
000082f7,False,False,0.0,False
000082f8,False,False,0.0,False
000082f9,False,False,0.0,False
000082fa,False,False,0.0,False
000082fb,False,False,0.0,False
000082fc,False,False,0.0,False
000082fd,False,False,0.0,False
000082fe,False,False,0.0,False
000082ff,False,False,0.0,False
00008300,False,False,0.0,False
00008301,False,False,0.0,False
00008302,False,False,0.0,False
00008303,False,False,0.0,False
00008304,False,False,0.0,False
00008305,False,False,0.0,False
00008306,False,False,0.0,False
00008307,False,False,0.0,False
00008308,False,False,0.0,False
00008309,False,False,0.0,False
0000830a,False,False,0.0,False
0000830b,False,False,0.0,False
0000830c,False,False,0.0,False
0000830d,False,False,0.0,False
0000830e,False,False,0.0,False
0000830f,False,False,0.0,False
00008310,False,False,0.0,False
00008311,False,False,0.0,False
00008312,False,False,0.0,False
00008313,False,False,0.0,False
00008314,False,False,0.0,False
00008315,False,False,0.0,False
00008316,False,False,0.0,False
00008317,False,False,0.0,False
00008318,False,False,0.0,False
00008319,False,False,0.0,False
0000831a,False,False,0.0,False
0000831b,False,False,0.0,False
0000831c,False,False,0.0,False
0000831d,False,False,0.0,False
0000831e,False,False,0.0,False
0000831f,False,False,0.0,False
00008320,False,False,0.0,False
00008321,False,False,0.0,False
00008322,False,False,0.0,False
00008323,False,False,0.0,False
00008324,False,False,0.0,False
00008325,False,False,0.0,False
00008326,False,False,0.0,False
00008327,False,False,0.0,False
00008328,False,False,0.0,False
00008329,False,False,0.0,False
0000832a,False,False,0.0,False
0000832b,False,False,0.0,False
0000832c,False,False,0.0,False
0000832d,False,False,0.0,False
0000832e,False,False,0.0,False
0000832f,False,False,0.0,False
00008330,False,False,0.0,False
00008331,False,False,0.0,False
00008332,False,False,0.0,False
00008333,False,False,0.0,False
00008334,False,False,0.0,False
00008335,False,False,0.0,False
00008336,False,False,0.0,False
00008337,False,False,0.0,False
00008338,False,False,0.0,False
00008339,False,False,0.0,False
0000833a,False,False,0.0,False
0000833b,False,False,0.0,False
0000833c,False,False,0.0,False
0000833d,False,False,0.0,False
0000833e,False,False,0.0,False
0000833f,False,False,0.0,False
00008340,False,False,0.0,False
00008341,False,False,0.0,False
00008342,False,False,0.0,False
00008343,False,False,0.0,False
00008344,False,False,0.0,False
00008345,False,False,0.0,False
00008346,False,False,0.0,False
00008347,False,False,0.0,False
00008348,False,False,0.0,False
00008349,False,False,0.0,False
0000834a,False,False,0.0,False
0000834b,False,False,0.0,False
0000834c,False,False,0.0,False
0000834d,False,False,0.0,False
0000834e,False,False,0.0,False
0000834f,False,False,0.0,False
00008350,False,False,0.0,False
00008351,False,False,0.0,False
00008352,False,False,0.0,False
00008353,False,False,0.0,False
00008354,False,False,0.0,False
00008355,False,False,0.0,False
00008356,False,False,0.0,False
00008357,False,False,0.0,False
00008358,False,False,0.0,False
00008359,False,False,0.0,False
0000835a,False,False,0.0,False
0000835b,False,False,0.0,False
0000835c,False,False,0.0,False
0000835d,False,False,0.0,False
0000835e,False,False,0.0,False
0000835f,False,False,0.0,False
00008360,False,False,0.0,False
00008361,False,False,0.0,False
00008362,False,False,0.0,False
00008363,False,False,0.0,False
00008364,False,False,0.0,False
00008365,False,False,0.0,False
00008366,False,False,0.0,False
00008367,False,False,0.0,False
00008368,False,False,0.0,False
00008369,False,False,0.0,False
0000836a,False,False,0.0,False
0000836b,False,False,0.0,False
0000836c,False,False,0.0,False
0000836d,False,False,0.0,False
0000836e,False,False,0.0,False
0000836f,False,False,0.0,False
00008370,False,False,0.0,False
00008371,False,False,0.0,False
00008372,False,False,0.0,False
00008373,False,False,0.0,False
00008374,False,False,0.0,False
00008375,False,False,0.0,False
00008376,False,False,0.0,False
00008377,False,False,0.0,False
00008378,False,False,0.0,False
00008379,False,False,0.0,False
0000837a,False,False,0.0,False
0000837b,False,False,0.0,False
0000837c,False,False,0.0,False
0000837d,False,False,0.0,False
0000837e,False,False,0.0,False
0000837f,False,False,0.0,False
00008380,False,False,0.0,False
00008381,False,False,0.0,False
00008382,False,False,0.0,False
00008383,False,False,0.0,False
00008384,False,False,0.0,False
00008385,False,False,0.0,False
00008386,False,False,0.0,False
00008387,False,False,0.0,False
00008388,False,False,0.0,False
00008389,False,False,0.0,False
0000838a,False,False,0.0,False
0000838b,False,False,0.0,False
0000838c,False,False,0.0,False
0000838d,False,False,0.0,False
0000838e,False,False,0.0,False
0000838f,False,False,0.0,False
00008390,False,False,0.0,False
00008391,False,False,0.0,False
00008392,False,False,0.0,False
00008393,False,False,0.0,False
00008394,False,False,0.0,False
00008395,False,False,0.0,False
00008396,False,False,0.0,False
00008397,False,False,0.0,False
00008398,False,False,0.0,False
00008399,False,False,0.0,False
0000839a,False,False,0.0,False
0000839b,False,False,0.0,False
0000839c,False,False,0.0,False
0000839d,False,False,0.0,False
0000839e,False,False,0.0,False
0000839f,False,False,0.0,False
000083a0,False,False,0.0,False
000083a1,False,False,0.0,False
000083a2,False,False,0.0,False
000083a3,False,False,0.0,False
000083a4,False,False,0.0,False
000083a5,False,False,0.0,False
000083a6,False,False,0.0,False
000083a7,False,False,0.0,False
000083a8,False,False,0.0,False
000083a9,False,False,0.0,False
000083aa,False,False,0.0,False
000083ab,False,False,0.0,False
000083ac,False,False,0.0,False
000083ad,False,False,0.0,False
000083ae,False,False,0.0,False
000083af,False,False,0.0,False
000083b0,False,False,0.0,False
000083b1,False,False,0.0,False
000083b2,False,False,0.0,False
000083b3,False,False,0.0,False
000083b4,False,False,0.0,False
000083b5,False,False,0.0,False
000083b6,False,False,0.0,False
000083b7,False,False,0.0,False
000083b8,False,False,0.0,False
000083b9,False,False,0.0,False
000083ba,False,False,0.0,False
000083bb,False,False,0.0,False
000083bc,False,False,0.0,False
000083bd,False,False,0.0,False
000083be,False,False,0.0,False
000083bf,False,False,0.0,False
000083c0,False,False,0.0,False
000083c1,False,False,0.0,False
000083c2,False,False,0.0,False
000083c3,False,False,0.0,False
000083c4,False,False,0.0,False
000083c5,False,False,0.0,False
000083c6,False,False,0.0,False
000083c7,False,False,0.0,False
000083c8,False,False,0.0,False
000083c9,False,False,0.0,False
000083ca,False,False,0.0,False
000083cb,False,False,0.0,False
000083cc,False,False,0.0,False
000083cd,False,False,0.0,False
000083ce,False,False,0.0,False
000083cf,False,False,0.0,False
000083d0,False,False,0.0,False
000083d1,False,False,0.0,False
000083d2,False,False,0.0,False
000083d3,False,False,0.0,False
000083d4,False,False,0.0,False
000083d5,False,False,0.0,False
000083d6,False,False,0.0,False
000083d7,False,False,0.0,False
000083d8,False,False,0.0,False
000083d9,False,False,0.0,False
000083da,False,False,0.0,False
000083db,False,False,0.0,False
000083dc,False,False,0.0,False
000083dd,False,False,0.0,False
000083de,False,False,0.0,False
000083df,False,False,0.0,False
000083e0,False,False,0.0,False
000083e1,False,False,0.0,False
000083e2,False,False,0.0,False
000083e3,False,False,0.0,False
000083e4,False,False,0.0,False
000083e5,False,False,0.0,False
000083e6,False,False,0.0,False
000083e7,False,False,0.0,False
000083e8,False,False,0.0,False
000083e9,False,False,0.0,False
000083ea,False,False,0.0,False
000083eb,False,False,0.0,False
000083ec,False,False,0.0,False
000083ed,False,False,0.0,False
000083ee,False,False,0.0,False
000083ef,False,False,0.0,False
000083f0,False,False,0.0,False
000083f1,False,False,0.0,False
000083f2,False,False,0.0,False
000083f3,False,False,0.0,False
000083f4,False,False,0.0,False
000083f5,False,False,0.0,False
000083f6,False,False,0.0,False
000083f7,False,False,0.0,False
000083f8,False,False,0.0,False
000083f9,False,False,0.0,False
000083fa,False,False,0.0,False
000083fb,False,False,0.0,False
000083fc,False,False,0.0,False
000083fd,False,False,0.0,False
000083fe,False,False,0.0,False
000083ff,False,False,0.0,False
00008400,False,False,0.0,False
00008401,False,False,0.0,False
00008402,False,False,0.0,False
00008403,False,False,0.0,False
00008404,False,False,0.0,False
00008405,False,False,0.0,False
00008406,False,False,0.0,False
00008407,False,False,0.0,False
00008408,False,False,0.0,False
00008409,False,False,0.0,False
0000840a,False,False,0.0,False
0000840b,False,False,0.0,False
0000840c,False,False,0.0,False
0000840d,False,False,0.0,False
0000840e,False,False,0.0,False
0000840f,False,False,0.0,False
00008410,False,False,0.0,False
00008411,False,False,0.0,False
00008412,False,False,0.0,False
00008413,False,False,0.0,False
00008414,False,False,0.0,False
00008415,False,False,0.0,False
00008416,False,False,0.0,False
00008417,False,False,0.0,False
00008418,False,False,0.0,False
00008419,False,False,0.0,False
0000841a,False,False,0.0,False
0000841b,False,False,0.0,False
0000841c,False,False,0.0,False
0000841d,False,False,0.0,False
0000841e,False,False,0.0,False
0000841f,False,False,0.0,False
00008420,False,False,0.0,False
00008421,False,False,0.0,False
00008422,False,False,0.0,False
00008423,False,False,0.0,False
00008424,False,False,0.0,False
00008425,False,False,0.0,False
00008426,False,False,0.0,False
00008427,False,False,0.0,False
00008428,False,False,0.0,False
00008429,False,False,0.0,False
0000842a,False,False,0.0,False
0000842b,False,False,0.0,False
0000842c,False,False,0.0,False
0000842d,False,False,0.0,False
0000842e,False,False,0.0,False
0000842f,False,False,0.0,False
00008430,False,False,0.0,False
00008431,False,False,0.0,False
00008432,False,False,0.0,False
00008433,False,False,0.0,False
00008434,False,False,0.0,False
00008435,False,False,0.0,False
00008436,False,False,0.0,False
00008437,False,False,0.0,False
00008438,False,False,0.0,False
00008439,False,False,0.0,False
0000843a,False,False,0.0,False
0000843b,False,False,0.0,False
0000843c,False,False,0.0,False
0000843d,False,False,0.0,False
0000843e,False,False,0.0,False
0000843f,False,False,0.0,False
00008440,False,False,0.0,False
00008441,False,False,0.0,False
00008442,False,False,0.0,False
00008443,False,False,0.0,False
00008444,False,False,0.0,False
00008445,False,False,0.0,False
00008446,False,False,0.0,False
00008447,False,False,0.0,False
00008448,False,False,0.0,False
00008449,False,False,0.0,False
0000844a,False,False,0.0,False
0000844b,False,False,0.0,False
0000844c,False,False,0.0,False
0000844d,False,False,0.0,False
0000844e,False,False,0.0,False
0000844f,False,False,0.0,False
00008450,False,False,0.0,False
00008451,False,False,0.0,False
00008452,False,False,0.0,False
00008453,False,False,0.0,False
00008454,False,False,0.0,False
00008455,False,False,0.0,False
00008456,False,False,0.0,False
00008457,False,False,0.0,False
00008458,False,False,0.0,False
00008459,False,False,0.0,False
0000845a,False,False,0.0,False
0000845b,False,False,0.0,False
0000845c,False,False,0.0,False
0000845d,False,False,0.0,False
0000845e,False,False,0.0,False
0000845f,False,False,0.0,False
00008460,False,False,0.0,False
00008461,False,False,0.0,False
00008462,False,False,0.0,False
00008463,False,False,0.0,False
00008464,False,False,0.0,False
00008465,False,False,0.0,False
00008466,False,False,0.0,False
00008467,False,False,0.0,False
00008468,False,False,0.0,False
00008469,False,False,0.0,False
0000846a,False,False,0.0,False
0000846b,False,False,0.0,False
0000846c,False,False,0.0,False
0000846d,False,False,0.0,False
0000846e,False,False,0.0,False
0000846f,False,False,0.0,False
00008470,False,False,0.0,False
00008471,False,False,0.0,False
00008472,False,False,0.0,False
00008473,False,False,0.0,False
00008474,False,False,0.0,False
00008475,False,False,0.0,False
00008476,False,False,0.0,False
00008477,False,False,0.0,False
00008478,False,False,0.0,False
00008479,False,False,0.0,False
0000847a,False,False,0.0,False
0000847b,False,False,0.0,False
0000847c,False,False,0.0,False
0000847d,False,False,0.0,False
0000847e,False,False,0.0,False
0000847f,False,False,0.0,False
00008480,False,False,0.0,False
00008481,False,False,0.0,False
00008482,False,False,0.0,False
00008483,False,False,0.0,False
00008484,False,False,0.0,False
00008485,False,False,0.0,False
00008486,False,False,0.0,False
00008487,False,False,0.0,False
00008488,False,False,0.0,False
00008489,False,False,0.0,False
0000848a,False,False,0.0,False
0000848b,False,False,0.0,False
0000848c,False,False,0.0,False
0000848d,False,False,0.0,False
0000848e,False,False,0.0,False
0000848f,False,False,0.0,False
00008490,False,False,0.0,False
00008491,False,False,0.0,False
00008492,False,False,0.0,False
00008493,False,False,0.0,False
00008494,False,False,0.0,False
00008495,False,False,0.0,False
00008496,False,False,0.0,False
00008497,False,False,0.0,False
00008498,False,False,0.0,False
00008499,False,False,0.0,False
0000849a,False,False,0.0,False
0000849b,False,False,0.0,False
0000849c,False,False,0.0,False
0000849d,False,False,0.0,False
0000849e,False,False,0.0,False
0000849f,False,False,0.0,False
000084a0,False,False,0.0,False
000084a1,False,False,0.0,False
000084a2,False,False,0.0,False
000084a3,False,False,0.0,False
000084a4,False,False,0.0,False
000084a5,False,False,0.0,False
000084a6,False,False,0.0,False
000084a7,False,False,0.0,False
000084a8,False,False,0.0,False
000084a9,False,False,0.0,False
000084aa,False,False,0.0,False
000084ab,False,False,0.0,False
000084ac,False,False,0.0,False
000084ad,False,False,0.0,False
000084ae,False,False,0.0,False
000084af,False,False,0.0,False
000084b0,False,False,0.0,False
000084b1,False,False,0.0,False
000084b2,False,False,0.0,False
000084b3,False,False,0.0,False
000084b4,False,False,0.0,False
000084b5,False,False,0.0,False
000084b6,False,False,0.0,False
000084b7,False,False,0.0,False
000084b8,False,False,0.0,False
000084b9,False,False,0.0,False
000084ba,False,False,0.0,False
000084bb,False,False,0.0,False
000084bc,False,False,0.0,False
000084bd,False,False,0.0,False
000084be,False,False,0.0,False
000084bf,False,False,0.0,False
000084c0,False,False,0.0,False
000084c1,False,False,0.0,False
000084c2,False,False,0.0,False
000084c3,False,False,0.0,False
